id,title,description,category,price,ranking,user_id,remaining_interaction_string,query,classification,preferences,new_query,target_count,targets,similarity_score
B00GRPROVA,Womdee(TM) Lovely Rabbit Ear White Polka Dot Bowknot Bow Design Alice Headband Headwrap-Black With Womdee Accessory Necklace,"Very trendy pop hair accessory following with the hot style,works great with any hair styles.It is n...",Headbands | Styling Accessories | Styling Tools | Hair Care,4.28,25282.0,A15V46DLC5ODBH,B004BD9152|B009GIOVKC|B0019JAQPA|B008S3U39E|B006RFZ66K,I’d like a headband that’s great for enhancing a costume for a themed party.,1,"The user shows a preference for products that focus on deep cleansing and exfoliation, as well as tools that enhance skincare routines.",I’d like a set of products that’s great for enhancing a costume for a themed party.,-1.0,,-6.0780287
B001INF56C,France Luxe Oblong on Long and Skinny Barrette - Onyx,France Luxe Oblong on Long and Skinny Barrette - Classic is a simply stunning accent piece. Handcraf...,Styling Accessories | Styling Tools | Barrettes | Hair Care,18.0,138923.0,ADBKT7W16YLDE,B0002COX8G|B000AN6O6G|B000JVEEZC|B003JN5ZEG|B0067Y23OY|B00880ABUI|B004FTSFXG|B007ID2MS0,I'm looking for a hair accessory that provides quick styling for formal occasions.,1,"The user has a strong preference for hair accessories, particularly barrettes and hairpins, with an interest in unique designs such as rhinestone details and Swarovski crystals. The user also values products that offer firm hold and finishing for hairstyles.",I'm looking for a set of hair accessories that provide quick styling for formal occasions.,-1.0,,-3.586781
B0001EKYTM,"Exuviance Blemish Treatment Gel, 0.5 Ounce",Exuviance hydrating eye complex is an intensely hydrating and soothing cream designed to discourage ...,Skin Care | Face | Salicylic Acid | Treatments & Masks | Acids & Peels,13.65,104819.0,AYULQYC9P6PZD,B002MAHFM2|B00CP80JBU|B0001EKYM4|B0012XO0PU|B004IAP9OK,Can you suggest a blemish treatment gel that will help with unclogging pores for someone with oily skin?,4,"The user shows a unique preference for products that offer specific benefits such as long-lasting effects, concealing imperfections, and antibacterial properties.",Can you suggest a blemish treatment gel that will help with unclogging pores for someone with oily skin?,1.0,blemish treatment gel that will help with unclogging pores for someone with oily skin,-7.8638234
B000142FVW,"Opi Nail Lacquer, Not So Bora Pink, 0.5 Fluid Ounce","A rich, creamy pink with an exotic twist. Whenever you find yourself stuck in the office or in traff...",Nails | Nail Polish | Makeup,6.56,37439.0,A16R6XC7ZP88VI,B000AKLC20|B003ZWEW1S|B004TDJVXG|B001E5ECTK|B000K0Q0FE,"I'm interested in a nail polish, 0.5 fluid ounce, that can complement my personal grooming routine as an adult male focused on self-care.",-1,The user shows a strong preference for paraffin bath products and specific hair dye products tailored for men.,"I'm interested in a nail polish, 0.5 fluid ounce, that can complement my personal grooming routine as an adult male focused on self-care.",1.0,"nail polish, 0.5 fluid ounce",-9.968163
B0001I8ZT4,Mar-V-Cide Shampoo Brush &amp; Invigorator,MARVY SCALP INVIGORATOR/SHAMPOO BRUSH,Brushes | Styling Tools | Hair Care,4.81,42100.0,A1WMT21SRY3W5J,B000BIXP3K|B000H3O90C|B0018SAJAY|B004JLEGTC|B000HIYE0M|B00027DMI8|B002FCDC7Y|B000FBF59U|B000PHVTVC|B001VJZEGE|B001SHECOY|B00132CESU,What would you recommend for a Shampoo Brush & Invigorator that is effective for hair care and easy to use?,-1,"The user shows a preference for products that offer specific benefits such as anti-aging and conditioning, as well as those that are sulfate-free or have no lather.",What would you recommend for a Shampoo Brush & Invigorator that is effective for hair care and easy to use?,2.0,Shampoo Brush|Invigorator,-8.358456
B007Q0WW0S,HSI PROFESSIONAL Argan Oil LEAVE IN CONDITIONER flat iron thermal protector leaves hair silky and shiny 4oz BOTTLE,"Ready for some exotic shine, girls? Discover the Moroccan 'liquid gold', the product your hair needs...",Hair & Scalp Treatments | Hair Care,23.9,674.0,A1MV4JYOZEDGNX,B0046AEFXS|B000ULRDJU|B001FB5IS2|B000TKH6G2|B0000Y3COC|B000UVZU1S,I need a leave-in conditioner in a 4oz bottle for hair and scalp treatments as part of my personal care routine.,-1,"The user shows a strong preference for products related to stress relief and specialized hair treatments, as indicated by the purchase of lavender and chamomile lotion and a miracle leave-in hair product.",I need a leave-in conditioner in a 4oz bottle for hair and scalp treatments as part of my personal care routine.,1.0,leave-in conditioner in a 4oz bottle for hair and scalp treatments,-10.177698
B000P6BRHY,"Revlon Brow Fantasy, Pencil and Gel, 104 Dark Blonde, 0.04 Ounce",Define and style brows in two quick steps&#8230;the finishing touch for beautiful eyes,Liner & Shadow Combinations | Makeup | Eyes,1.8,2109.0,A1CP5IH5ZXEL6Z,B001G7PQKA|B007MBE786|B00C4SYBYW|B00163PNUW,"Can you point me to a Liner & Shadow Combinations, Makeup, Eyes, Pencil and Gel, 0.04 Ounce that's best for a young adult female interested in beauty and personal care?",-1,"The user shows a preference for specific beauty tools and accessories, such as lip liners and nail clippers, indicating an interest in detailed beauty routines.","Can you point me to a Liner & Shadow Combinations, Makeup, Eyes, Pencil and Gel, 0.04 Ounce that's best for a young adult female interested in beauty and personal care?",2.0,Liner & Shadow Combinations|Pencil and Gel,-7.0141273
B009GYVMAS,GLAMGLOW Super-MudTM Clearing Treatment 1.2 oz,The world's most scientifically advanced super mud clearing treatment. Clinically developed by Glamg...,Face | Skin Care | Treatments & Masks | Masks,38.5,34.0,A2NDG1DVMSSAEW,B003ZX32ZO|B0092SVTGA|B002G3K1TY|B0043OYFKU,Do you have any suggestions for a face mask that would be good for soothing skin irritation?,1,"The user shows a preference for eco-friendly and professional-grade makeup tools and accessories, such as bamboo makeup brushes and multi-shaped sponges.",Do you have any suggestions for a set of products that would be good for soothing skin irritation?,-1.0,,-2.1440392
B003H0U5BY,BaByliss Pro - Porcelain Plate Ceramic Flat Iron - 1 Inch - model: BABP9557,"Commercial grade porcelain ceramic creates shiny, smooth finish. Porcelain emits negative ions that ...",Flattening Irons | Styling Tools | Hair Care | Irons,35.5,690.0,A4DMBG1O76C1S,B003VMU63K|B003VMVBVG|B003VMXYLG|B00468KRH8|B004J6WCBQ|B003VMM74Q,Can you help me choose a styling tool that’s travel-friendly for quick touch-ups?,0,"The user shows a preference for specific nail polish colors and types, such as UV soak-off gel polishes, indicating a focus on long-lasting and professional nail care solutions.",Can you help me choose a styling tool that’s travel-friendly for quick touch-ups?,1.0,styling tool that’s travel-friendly for quick touch-ups,3.1997106
B002ERZIPY,Organic C*Perfect Skin Foaming Face Cleanser with Vitamin C,This Organic Foaming Cleanser will be a favorite of any new mom. Foam delivery of a product makes it...,Skin Care | Cleansers | Washes | Face,28.0,99603.0,A1Q36M0DZDNYX3,B0045S0HXI|B004MJIL92|B003Y04OK0|B00CBYAP0S,I’m looking for a face cleanser that enhances skin brightness for an adult female interested in anti-aging treatments.,0,"The user shows a preference for products containing advanced ingredients like Kojic Acid, Arbutin, Vitamin C, Hyaluronic Acid, and Resveratrol, indicating a focus on brightening, anti-aging, and skin repair.",I’m looking for a face cleanser that enhances skin brightness for an adult female interested in anti-aging treatments.,1.0,face cleanser that enhances skin brightness for an adult female interested in anti-aging treatments,-5.8384604
B000EPJNMW,"Remington H-1015 Ceramic Compact, Large and Medium Roller",All the Power! All the Features! All the Style!,Hair Rollers | Styling Tools | Hair Care,17.97,1882.0,A1QXI9D8JSCNQH,B000U4WNC4|B001DYK6LU|B002GOXELA|B00385WMK0|B0039UT9QE|B007T77UIC|B000B9RUZ8|B000BIVY10|B005DEQW1O|B001JL40V4|B002C7A5H2|B000271KR8,I’m searching for a hair roller that’s ideal for creating heat-free curls overnight.,1,"The user has a unique preference for products that offer specific benefits such as heat resistance and oil-free formulations, indicating a focus on maintaining healthy hair and skin under various conditions.",I’m searching for a set of products that’s ideal for creating heat-free curls overnight.,-1.0,,-10.194592
B00G08XZEE,Body Soap - Organic &amp; 100% Natural Ingredients - GUARANTEED Fresh - For Men &amp; Women &amp; Babies too! - Every Bar is Made by Hand - No SLS - No SLES - No Parabens - No PG or PG Derivatives - No Harmful Chemicals (like fragrance or preservatives) - Satisfaction GUARANTEED! - 2 BAR SET - Cruelty Free - No Animal Testing,We have worked for 15 years to refine our formulas. What we put into our products is just as importa...,Bath & Body | Cleansers | Soaps,11.99,33989.0,A3977OZLNA8LCB,B00H0249S0|B001LAPGBQ|B00G0EJYFW|B000NU2OOM|B001DJDP7C|B002B4O7XE|B0065DLADM|B004BCVICC|B00B1IV2A2|B001H9289Y|B000V09TVK|B000FGS0RO|B002QY86BI|B007MF8846|B006TURT90|B000GG1944|B000TKH6G2|B004A7OVBI|B0025N244K|B003UMNO6C|B000GFZWDO|B003GLJ6PA|B000052WYD|B004CQ710U|B0012NIU2E|B003BQ6QXK|B001GIOV82|B001GIOV8C|B002DMK0KI|B002DMK0LC|B002DPUY60,Can you recommend a body soap that is ideal for maintaining skin health while being gentle on sensitive skin?,0,"The user has a strong preference for natural and organic products, as well as items that are cruelty-free and free from harmful chemicals. They also seem to value products that offer anti-aging benefits and are suitable for sensitive skin.",Can you recommend a body soap that is ideal for maintaining skin health while being gentle on sensitive skin?,1.0,body soap that is ideal for maintaining skin health while being gentle on sensitive skin,-1.6071476
B00027DMSI,"Frownies Forehead &amp; Between Eyes, 144 Patches",144 patches in a box Frownies Facial Patches are applied to the forehaed and between the eyses over ...,Skin Care | Face | Treatments & Masks,16.95,377.0,ATZDD2U9C2B59,B00013TQRE|B00021AWV4|B007Q0WW0S|B004Y9GY44,I'd like to find face treatment patches that help soothe skin irritation after sun exposure.,1,"The user shows a unique preference for products that address hair regrowth and protection, as well as solutions for skin imperfections such as dark circles.",I'd like to find a set of face treatment patches that help soothe skin irritation after sun exposure.,-1.0,,-9.837349
B0001AFIBK,7&quot; Loofa Sponge,Loofah is a natural vegetable cleansing sponge that exfoliates dead skin cells and improves circulat...,"Bath & Body | Loofahs, Sponges & Poufs | Bathing Accessories",5.2,169235.0,A163LFIT39OKH8,B0009ET3UA|B000BU7G1A|B000M3OR8G|B000UWQUK2|B003156OHY|B004ZUEOSU|B0089O7NLS,"Can you suggest a 7"" loofa sponge that’s ideal for enhancing relaxation during a home spa experience?",3,"The user shows a preference for products that emphasize natural ingredients and soothing properties, as indicated by the frequent purchase of items with 'milk' and 'calming' in their names.",Can you suggest a loofa sponge that’s great for enhancing relaxation during a home spa experience? I'm not sure about the specific using scene or required functions.,-1.0,,-9.334589
B001MS7HF0,"Neutrogena Healthy Skin Liquid Makeup, Classic Ivory 10, 1 Ounce","Finally, naturally beautiful coverage that takes your skin's health seriously. Neutrogena Healthy Sk...",Foundation | Face | Makeup,9.99,60500.0,A1ZZ9PYIZHKHCZ,B001KYO7OA|B004B5LAJU|B00AF9D4JK|B0002Z92R0|B00AF9DGMA|B003X3S26U|B001E96OHO|B00007M0CP,Do you know any foundation that would work well for enhancing self-esteem during special occasions?,3,"The user shows a preference for restorative and conditioning hair products, as well as specific makeup items like eyebrow pencils and lipsticks.",Do you know any foundation that could help boost self-esteem for special occasions? I'm not sure about the specific using scene or required functions.,-1.0,,5.1366954
B000RNITSU,Nuka Naturals Rice Bran Moisturizing Oil with Rosewood - 8 Fl Oz,"Filled with Vitamin E and oleic acid, rice bran is a natural way to return moisture to thirsty skin....",Body | Skin Care | Oils | Moisturizers,15.39,251859.0,A1TSQLS5M7LNG1,B004XFY8KQ|B003M04GZK|B00170BJDY|B000Q428NM|B009MHU8B8|B0053PTTU4|B000R8U1XQ,Please suggest a moisturizing oil that helps soothe irritated skin after sun exposure.,3,"The user has a unique preference for products that offer exfoliation and anti-aging benefits, as well as those that are gentle and suitable for sensitive skin.",Could you recommend a moisturizing oil that soothes irritated skin after sun exposure? I'm not sure about the specific using scene or required functions.,-1.0,,-10.196104
B006D1HS2I,Color Club Beyond the Mistletoe Glitter Nail Polish Set.,"Sugarplum Fairy, Beyond The Mistletoe, Holiday Splendor, Jingle Jangle, Candy Cane, Gingerbread, Spe...",Nails | Makeup | Nail Polish,,441225.0,A19UR0FPV07UH,B0054JDN8S|B004Q8PBPQ|B000PQDKU6|B000UV3HW2,Can you suggest a nail polish set that’s perfect for expressing creativity through nail art?,0,"The user shows a preference for portable and travel-friendly beauty accessories, as well as specialized nail tools.",Can you suggest a nail polish set that’s perfect for expressing creativity through nail art?,-1.0,,-7.439318
B0012RSWQ4,"Ck In2U by Calvin Klein for Women, Eau De Toilette Spray, 1.7 Ounce","Launched by the design house of Calvin Klein in 2007, CK IN2U is a women's fragrance that possesses ...",Eau de Toilette | Women's | Fragrance,19.58,120996.0,A1RW3J4ZHPUB39,B001DO1LRS|B001JQLNRS|B001R5SBHG|B003TQPRGY|B004DBXKS6,Can you point me to a fragrance that’s best for enhancing mood during casual occasions?,0,"The user shows a unique preference for specific skincare treatments and masks, as well as high-performance hair dryers.",Can you point me to a fragrance that’s best for enhancing mood during casual occasions?,1.0,fragrance for enhancing mood during casual occasions,4.2839217
B00375WA8U,"Sebastian Shine Define FLEXIBLE HOLD SPRAY 6.8 oz 200ml New Packaging, same product",Sebastian Shine Define FLEXIBLE HOLD SPRAY 6.8 oz 200ml  Contouring thermal shield protects hair fro...,Hair Sprays | Styling Products | Hair Care,20.49,139926.0,A2CC96V0FLE38L,B000OQBLIK|B00140RYC2|B001PRSFZ4|B0081HXH86,"Can you suggest a hair spray, styling product, hair care item in 6.8 oz, 200ml that enhances hair volume and shine?",-1,"The user shows a preference for products that offer volumizing and shine-enhancing properties, as well as flexible hold in styling.","Can you suggest a hair spray, styling product, hair care item in 6.8 oz, 200ml that enhances hair volume and shine?",3.0,hair spray|styling product|hair care item,-8.029581
B009V11TMW,Heritage Store Castor Oil Pack Kit,"Heritage store castor oil pack kit versatile castor oil packs have been recommended by elders, docto...",Body | Skin Care | Oils | Moisturizers,21.58,6758.0,A394LX9JAH4EU7,B00D6GOBE6|B001E0SKDO|B009MURBVK|B00014WW38|B001MTFMPG|B002N5I2XC|B0039BCT6K|B003XWT6OS,Can you show me a moisturizer that helps soothe irritated skin after sun exposure?,1,"The user shows a preference for natural and organic products, as indicated by their choice of items like organic wear makeup and natural hair colorants.",Can you show me a set of products that helps soothe irritated skin after sun exposure?,-1.0,,-2.1469946
B00150LT40,"Seche Vite Dry Fast Top Nail Coat, 0.5 Ounce",Nailtiques nail varnishes are formulated with the same strengthening ingredients that the cult favor...,Nails | Makeup | Top & Base Coats,4.7,29.0,A2LZXC18FUUABR,B0018HH444|B003HGMGIS|B009WSVQ2W|B00ANW4LLY|B004X8KOEC|B003UM8WLE|B003UM8Y5S|B004NJ8WFO,What’s the best nail top coat I can use for enhancing the durability of my manicure?,1,"The user shows a preference for products that enhance hair styling and care, such as silk-infused treatments and ceramic tourmaline flat irons. They also favor accessories like glitter star headbands and multifunctional cleansing systems.",What’s the best set of products I can use for enhancing the durability of my manicure?,-1.0,,-8.1700535
